Date,High,Low,Open,Close,Volume,Adj Close
2019-08-16,185.10000610351562,182.36000061035156,183.75,183.6999969482422,12654600,183.6999969482422
2019-08-19,187.5,184.85000610351562,186.00999450683594,186.1699981689453,9691200,186.1699981689453
2019-08-20,186.0,182.38999938964844,185.4499969482422,183.80999755859375,10083400,183.80999755859375
2019-08-21,185.89999389648438,183.13999938964844,185.0,183.5500030517578,8398200,183.5500030517578
2019-08-22,184.11000061035156,179.91000366210938,183.42999267578125,182.0399932861328,10821400,182.0399932861328
2019-08-23,183.1300048828125,176.66000366210938,180.83999633789062,177.75,17323400,177.75
