Date,High,Low,Open,Close,Volume,Adj Close,Avg Polarity
16/08/2019,1182.719971,1171.810059,1179.550049,1177.599976,1313300,1177.599976,0.055825
19/08/2019,1206.98999,1190.089966,1190.089966,1198.449951,1231600,1198.449951,0.094129
20/08/2019,1196.060059,1182.109985,1195.25,1182.689941,915500,1182.689941,0.053212
21/08/2019,1199,1187.430054,1193.150024,1191.25,740700,1191.25,0.061354
22/08/2019,1198.011963,1178.579956,1194.069946,1189.530029,947500,1189.530029,0.03349
23/08/2019,1194.079956,1147.75,1181.98999,1151.290039,1687000,1151.290039,0.033364
