Date,High,Low,Open,Close,Volume,Adj Close
2019-08-16,207.16000366210938,203.83999633789062,204.27999877929688,206.5,27620400,206.5
2019-08-19,212.72999572753906,210.02999877929688,210.6199951171875,210.35000610351562,24413600,210.35000610351562
2019-08-20,213.35000610351562,210.32000732421875,210.8800048828125,210.36000061035156,26884300,210.36000061035156
2019-08-21,213.64999389648438,211.60000610351562,212.99000549316406,212.63999938964844,21535400,212.63999938964844
2019-08-22,214.44000244140625,210.75,213.19000244140625,212.4600067138672,22253700,212.4600067138672
2019-08-23,212.0500030517578,201.0,209.42999267578125,202.63999938964844,46818000,202.63999938964844
