Date,High,Low,Open,Close,Volume,Adj Close,Avg Polarity
16/08/2019,207.1600037,203.8399963,204.2799988,206.5,27620400,206.5,-0.00222
19/08/2019,212.7299957,210.0299988,210.6199951,210.3500061,24413600,210.3500061,0.114448
20/08/2019,213.3500061,210.3200073,210.8800049,210.3600006,26884300,210.3600006,0.121117
21/08/2019,213.6499939,211.6000061,212.9900055,212.6399994,21535400,212.6399994,0.065286
22/08/2019,214.4400024,210.75,213.1900024,212.4600067,22253700,212.4600067,0.070997
23/08/2019,212.0500031,201,209.4299927,202.6399994,46818000,202.6399994,0.058669
