Date,High,Low,Open,Close,Volume,Adj Close,Avg Polarity,PolSTDDE,CloseSTD
16/08/2019,185.1000061,182.3600006,183.75,183.6999969,12654600,183.6999969,0.075616207,0.033154008,2.822110076
19/08/2019,187.5,184.8500061,186.0099945,186.1699982,9691200,186.1699982,0.052848432,,
20/08/2019,186,182.3899994,185.4499969,183.8099976,10083400,183.8099976,0.051537415,,
21/08/2019,185.8999939,183.1399994,185,183.5500031,8398200,183.5500031,0.028029559,,
22/08/2019,184.1100006,179.9100037,183.4299927,182.0399933,10821400,182.0399933,0.089060135,,
23/08/2019,183.1300049,176.6600037,180.8399963,177.75,17323400,177.75,0.122006586,,
